Part5,Labor_Cost_USD,Part_Cost_USD,Days_To_Fail_MinZero,Miles_To_Fail,Customer_Complaint,PROBLEM,Target
1469,217.8,82.2,304,7151,CUSTOMER STATES THERE IS A CHIRPING NOISE FROM THE BRAKE PEDAL WHEN APPLIED AND PEDAL GOES ALMOST TO THE FLOOR,Unconfirmed,0
1469,133.2,114.61,784,23296,C/S CHECK FOR LOUD CLANKING NOISE WHEN RELEASING BRAKE PEDAL,Unconfirmed,0
1469,184,65.85,748,16763,CUSTOMER STATES CREAKING NOISE FROM UNDER DASH WHEN PRESSING ON BRAKE. TECH ALSO FOUND NOISE COMING FROM THE BRAKE BOOSTER. REPLACED THE BRAKE BOOSTER. OKAY NOW.,Unconfirmed,0
1469,172.8,62.26,32,2056,CLIENT STATES THAT THERE IS A WHOOSH NOISE HEARD WHEN BRAKING; PLEASE CK,Unconfirmed,0
1469,146.56,62.26,301,16248,STATES:LOUD NOISE UNDER BRAKE PEDAL WHEN DRIVING/INSTALL SOP,Unconfirmed,0
1469,207.2,55.94,784,23296,C/S CHECK FOR LOUD CLANKING NOISE WHEN RELEASING BRAKE PEDAL - NOISE SEEMS TO BE COMING FROM ENGINE COMPARTMENT,Unconfirmed,0
1469,80.5,3.59,350,13051,"CUSTOMER STATES DIAG BRAKE LIGHTS KEEP COMING ON AND OFF AS WELL AS THE TRACTION LIGHT, PLEASE CHECK AND ADVISE",Unconfirmed,0
1469,96.74,135.98,188,3023,PEDALE DE FREIN MOLLE,Unconfirmed,0
1469,42,3.59,13,452,"BRAKE PEDAL GOES TO FLOOR WHEN AT A STOP. FOUND AIR IN THEBRAKE SYSTEM, NECESSARY TO REBLEED SYSTEM",Unconfirmed,0
1469,121.98,54.09,627,26390,CUSTOMER STATES THAT TEH VEHICLE IS MAKING A LOUD NOISE FOUND NOISE COMING FROM VACUUM BOOSTER REPLACED,Unconfirmed,0
1469,149.5,174.74,28,1153,CUSTOMER STATES THERE IS A SPRING RELEASE NOISE WHEN BRAKES ARE APPLY LIGHTLY CHECK/ADVISE,Unconfirmed,0
1469,1190.53,293.56,117,1891,WHEN DRIVING THE CAR SUDDENLY WOULD NOT MOVE WHEN THE GAS PEDAL IS PRESSED BRAKE PEDAL BECOMES VERY HARD.,Unconfirmed,0
1469,209,69.53,193,6638,THERE IS A NOISE WHEN HE PRESSES THE BRAKE PEDAL JUST AT THE TOP. TEST DROVE TO VERIFY AND HEARD A CLICK/POP NOISE FROM THE BRAKE BOOSTER-  INSTALLED  BRAKE BOOSTER AND BLEEDTHE BRAKE SYSTEM,Unconfirmed,0
1469,518.98,445.84,632,35652,CUSWTOMER STATES WHILE DRIVING WAS TRYING TO SLOW DOWN TOTURN RIGHT WHEN BRAKING THEY DIDNT FEEL LI KE THEY WERE CATCHING  PRESSING THE BRAKES BUT THE VEHICLE WOULD NOT SLOWDOWN,Unconfirmed,0
1469,95,0,500,19957,"CK BRAKE PEDAL INTERMITANTLY GOES TO FLOOR ,NO BRAKES.. NEED TO PUMP UP PEDAL. ROAD TEST VEHICLE. UNABLE TO DUPLICATE. CK FLUID, CK FOR AIR LEAKING,VACUUM LOSS. ALL SECURE. NO DTCS STORED.DROVE CAR WITH ZONE REP,.BRAKES AS DESIGNED.ON GOING CONCERN.",Unconfirmed,0
1469,77.92,0,52,2480,"CUSTOMER STATES IDLE STOP LIGHT ILLUMINATES WHEN DRIVING....TECHNICIAN VERIFIED CONCERN FOUND CODE P15C7 BRAKE B. FOUND BRAKE BOOSTER PRESSURE SENSOR HAD COME UNPLUGGED. REPLUGGED IN, VERIFIED LIGHT AND CODE ARE GONE.",Unconfirmed,0
1469,149.4,272.93,199,7436,CUSTOMER STATES NUMEROUS WARNING LIGHTS ILLUMINATED ON DASH.,Unconfirmed,0
1469,205.2,71.45,739,29806,CUSTOMER STATES THE RED PARKING LIGHT ;EPS AND VSA LIGHTSALL COME,Unconfirmed,0
1469,132.6,177.82,430,17394,VSA AND BRAKE LAMP LIGHTS ARE ON,Unconfirmed,0
1469,176.4,55.94,134,8962,CUSTOMER STATES CHECK ENGINE LIGHT COMES ON -- REPLACED BRAKE BOOSTER,Unconfirmed,0
1469,45.11,0,720,29012,CHECK FOR BRAKE PEDAL FEELS SOFT,Unconfirmed,0
1469,38,0,450,9143,"CUSTOMER STATES WHEN VEHICLE IS COLD THE BRAKE WILL NOT DEPRESS TO START VEHICLE TO THE POINT WHERE CUSTOMER FEELS AS IF HE`S GOING TO BREAK THE PEDAL ADVISE..COULD NOT DUPLICATE CONCERN,TESTED VEHICLE OVER 2 DAYS,COMPARABLE TO LIKEVEHICLES,,,",Unconfirmed,0
1469,244.82,56.28,503,11399,BRUIT FORT DE LA PEDALE DE FREIN,Unconfirmed,0
1469,175,88.14,284,2850,CUSTOMER STATES CAR WOULD NOT START BECAUSE WAS NOT ABLE TO DEPRESS BRAKE PEDAL CHECK AND ADVISE BRAKE PEDAL WAS HARD,Unconfirmed,0
1469,200,84.55,404,10639,CLIENT STATES THAT BRAKE PEDAL IS HARD TO PUSH TO START VEHICLE AFTER VEHICLE HAS BEEN SITTING FOR A WHILE.,Unconfirmed,0
1469,195.5,58.93,284,13287,NOISE ON TAKE OFF ON HILL,Unconfirmed,0
1469,85.5,0,271,14094,"CUSTOMER STATES BRAKE PEDAL WENT TO THE FLOOR WHEN BRAKINGTWICE LAST WEEK UNDER NORMAL BRAKING. ROAD TEST FOR EXCES SIVE BRAKE PEDAL TRAVEL. UNABLE TO DUPLICATE. INSPECT BRAKE MASTER, FLUID LEVEL, LINES, CALIPERS. ALL SECURE,NO LEAKS, AS DESIGNED.",Unconfirmed,0
1469,33,0,562,22249,CHECK AND ADVISE. THE CUSTOMER IS CONCERNED WITH THE BRAKEPEDAL FEELING SOFT. IN THE PAST WE HAVE REPLACED IN THE PAST WE REPLACED THE BRAKE MASTER CYLINDER AND BRAKE BOOSTERDUE TO CONCERN AND ALSO PAINT PEELING NEAR FIREWALL. PLEA SE INSPECT ALL HYD,Unconfirmed,0
1469,169,67.33,259,6584,CUST STATES IT IS HARD TO PUSH DOWN ON THE BRAKE PEDEL; MAKING STARTING THE CAR VERY DIFFICULT. CHECK AND ADVISE ACCORDINGLY,Unconfirmed,0
1469,121.2,82.2,23,280,C/S BRAKE ISSUE; BRAKE PEDAL IS LIKE ALL WAY PUMP UP ;STIFFEN UP.ONLY HAPPENS IF THE CAR SIT OVER NIGHT AND START ITFIRST THING - REPL VACUUM BOOSTER,Unconfirmed,0
1469,166.2,82.2,8,125,CUSTOMER REPORTS WHEN APPLYING THE BRAKE PEDAL THERE IS ASQUEEK NOISE - CHECK AND ADVISE.,Unconfirmed,0
1469,145.6,67.33,25,623,"BRAKE SYSTEM CONCERN;? CUSTOMER STATES THE BRAKE PEDAL WILL NOT DEPRESS IN THE AM / FIRST START UP, SEE GREG. CHECKAND ADVISE",Unconfirmed,0
1469,216,68.97,107,1631,CUSTOMER STATES THE BRAKE PEDAL IS STIFF IN THE MORNINGS OR AFTER CAR HAS SAT FOR A COUPLE HOURS WHEN TRYING TO START THE CAR,Unconfirmed,0
1469,28.5,0,282,7177,"RED BRAKE LIGHT ON INTERMITTENT, FLUID LEVEL LOW, CHECKED BRAKE LINES/PADS TOPPED BRAKE FLUID",Unconfirmed,0
1469,864,1963.78,462,25844,CUSTOMER STATES BRAKE INDICATOR KEEPS COMING ON.,Unconfirmed,0
1469,136.8,86.29,123,5565,CHECK ENGINE LIGHT ON DUE TO VAC LEAK IN BRAKE BOOSTER;,Unconfirmed,0
1469,176,59.92,32,1737,CUSTOMER STATES THAT THE BRAKES PEDAL GOING TO FLOOR,Unconfirmed,0
1469,99,0,9,610,AUTO ENGINE IDLE STOP MESSAGE APPEARS ON DASH. CONFIRMED IDLE MESSAGE ON. FOUND FAULT STORED FOR BRAKE BOOSTER. FOUND LOOSE VACUUM HOSE ON BRAKE BOOSTER SWITCH. RECONNECTED AND CLEARED FAULTS. ALL OK.,Unconfirmed,0
1469,126,216.45,0,8,CUSTOMER STATES-BRAKE PEDAL IS TOO SOFT & HEARS GRIND TYPENOISE WHEN BRAKE PEDAL IS PRESSED FOUND MASTER CYLINDER   LEAKING INTO BRAKE BOOSTER,Unconfirmed,0
1469,21.8,0,69,4655,CUSTOMER STATES THAT AT TIMES WHEN RELEASING BRAKE PEDAL VEHICLE WILL MAKE A NOISE THAT SOUNDS LIKE AN AIR BAG LOOSING IT PRESSURE. SEEMS TO HAPPEN WHEN SLOWING DOWN BUT NOTCOMING TO A COMPLETE STOP,Unconfirmed,0
1469,352,1532.81,262,11608,CUSTOMER STATES THAT MULTIPLE BRAKE WARNING LIGHTS ARE ON,Unconfirmed,0
1469,242.82,50.42,159,9657,VERIFIER BRUIT EN RELACHANT LA PEDALE DE FREINS  (TOC PAR IN TERMITTENCE),Unconfirmed,0
1469,132,55.18,166,6814,LEFT FRONT HAS A HISSING NOISE UNDER THE DRIVERS PEDAL FLOOR AREA,Unconfirmed,0
1469,264,55.18,103,3432,"CUSTOMER COMPLAINS BRAKE PEDAL FEELS LOOSE/TECH COULD NOT FIND EXACT SOURCE OF WHISTLE, CONTACTED HOND TECH LINE, ADVISED BY RAD REF#3650882 11/24/2014 TO REPLACE BRAKE BOOSTER AND RECHECK",Unconfirmed,0
1469,59.75,0,259,9748,FRONT RIGHT BRAKE IS MAKING A HIGH PITCH NOISE WHEN STOPPING AT A SLOW SPEED. CAME IN A FEW WEEKS TEST DROVE AND ADJUSTED AND LUBE BRAKES SLIDIERS,Unconfirmed,0
1469,542.3,0,8,697,CUSTOMER REPORTS AUTO-IDLE STOP IS INOP. CHECK AND ADVISE,Unconfirmed,0
1469,216,1529.22,430,15847,"C/S THAT LOW BRAKE FLUID AND CHECK POWER STEERING LIGHT AND MESSAGE COMES ON - SCAN CODES 65-11, 85-01,73 NEC TO REPLACE SERVE UNIT SET, FILL WITH FLUID &  ERASE CODES",Unconfirmed,0
1469,161.6,59.92,23,1049,GUEST STATES WHEN LET OFF OF THE BRAKE THERE IS A HORN TYPE SOUND,Unconfirmed,0
1469,127.4,71.98,352,6856,CLIENT STATES SOMETIMES THE ENGINE WON`T TURN OVER AND THEBRAKE PEDAL IS HARD TO PUSH. UNLOCK THE CAR 2 TIMES & STARTS,Unconfirmed,0
1469,156.8,64.8,209,2000,CLIENT STATES THE ENGINE WON`T TURN OVER BRAKE PEDAL WON`TGO DOWN WHEN STARTING,Unconfirmed,0
1469,25,0,199,4018,CUSTOMER STATES WHEN PUSHING DOWN BRAKE PEDDLE TO START VEHICLE; BRAKE PEDDLE WAS STIFF AND VEHICLE WOULD NOT START.CUSTOMER TRIED MULTIPLE TIMES TO START VEHICLE BY PRESSINGBRAKE PEDDLE AND PUSHING START BUTTON. VEHICLE STILL WOUL D NOT START. CHECK,Unconfirmed,0
1469,175,0,2,91,CUSTOMER STATES THERE IS A MID WARNING.,Unconfirmed,0
1469,287.5,71.54,168,8636,"CUST STATES CHECK BRAKES, BRAKE PEDAL IS VERY SOFT, GOES ALL THE WAY TO THE FLOOR, WHEN COMING TO A STOP FROM 50MPHTHE CAR DOESNT STOP. ALSO NOW A SQUEAK IN REVERSE CHECK ANDADVISE",Unconfirmed,0
1469,225,0,12,426,CUSTOMER STATES WHEN APPLYING THE BRAKES; VIBRATION IS FELT IN BRAKE PEDDLE. GRINDING NOISE IS ALSO HEARD WHEN BRAKING. CHECK AND ADVISE.,Unconfirmed,0
1469,161.6,63.51,0,5,PDI TECH NOTED BRAKE PEDAL MAKES WHOOSHING NOISE AND SEEMSTO TAKE LONGER TO BRAKE,Unconfirmed,0
1469,120,79.11,768,35891,CUSTOMER STATES FRONT BRAKES SQUEAL. REPLACED BRAKE BOOSTER AND BLED BRAKE FLUID TO FACTORY SPECS.,Unconfirmed,0
1469,143,272.58,547,23933,C: BRAKE LIGHT AND TRACTION LIGHT IS ON. C: FOUND BRAKES MASTER CYLINDER LEAKING ALSO FOUND BRAKE FLUID INSIDE BRAKEBOOSTER. C: REPLACED MASTER CYLINDER AND BRAKES BOOSTER.,Unconfirmed,0
1469,165.6,68.77,596,7816,CHECK AND ADVISE:CLIENT STATES THAT THE CHECK ENGINE LIGHTIS ILLUMINATED,Unconfirmed,0
1469,172.8,63.05,490,22205,CUSTOMER STATES WHEN BRAKING; FEELS A SLIGHT HESITATION; PUSHES HARDER ON PEDAL; AND FEELS AN ADDITIONAL PAUSE BEFORE IT WILL ENGAGE.,Unconfirmed,0
1469,130,181.92,258,11356,"CUST STATES THAT THE FCW AND LDW LIGHTS ARE ON, ALSO THE BRAKE LIGHT TURNS ON AND OFF, ADVISE. FOUND FLUID IN THE BRAKE BOOSTER. REPLACED THE BRAKE BOOSTER. OKAY NOW.",Unconfirmed,0
1469,277.2,397.21,114,4931,BRAKE PEDAL FEELS LIKE ITS GRABBING AND ALSO NOISE,Unconfirmed,0
1469,142.5,79.11,616,21987,DIAGNOSED BY KYNERS AS NEEDING VACUUM BRAKE BOOSTER;CHECKAND ADVISE.,Unconfirmed,0
1469,151.2,116.15,177,6161,CLIENT STATES BRAKES SEEM VERY SENSITIVE WHEN BRAKING. CONTACTED TECH LINE. PUSH ROD FOR MASTER OUT OF ADJUSTMENT. RR BRAKE BOOSTER ASS`Y & ROAD TESTED,Unconfirmed,0
1469,267.17,284.14,403,11189,CHECK ENGINE LIGHT ON,Unconfirmed,0
1469,184.6,81.37,427,17546,CUSTOMER STATES VEHICLE WONT START WITH FOOT ON THE BRAKE.PLEASE CHECK...TECH LINE #3627495..REPLACED BRAKE BOOSTER AND HOSE PER TECH LINE.,Unconfirmed,0
1469,406.4,393.62,211,11375,CUSTOMER REPORTS A CLICKING TYPE NOISE COMING FROM AROUNDTHE BRAKE PEDAL WHEN RELEASING THE BRAKE PEDAL. NOISE IS HEARD ALL THE TIME. PLEASE CHECK AND ADVISE ON NEEDS.,Unconfirmed,0
1469,171.9,62.52,109,1770,CUST STATES NOISE WHEN DEPRESSING BRAKE PEDAL-SOP PART,Unconfirmed,0
1469,310.5,71.98,142,4322,CS AFTER THE VEHICLE SITS FOR 2 DAYS SOMETIMES MORE; THE BRAKE PEDAL WILL NOT PRESS AND THEREFORE THE CAR WILL NOT START. PER TECHLINE REPLACED BRAKE BOSSTER.,Unconfirmed,0
1469,147.6,53.84,0,36,CUSTOMER STATES VEHICLE HAS NO BRAKE PEDAL AND ALL LIGHTS ARE ON,Unconfirmed,0
1469,130,171.15,123,6937,INSTALL SOP BRAKE BOOSTER,Unconfirmed,0
1469,156,64.8,392,20352,"CLIENT STATES THE BRAKE FLUID INDICATOR IS ON. CHECK AND ADVISE. TECHLINE HAS ALREADY INSTRUCTED TECHNICIAN TO BLEEDSYSTEM, AND TECH FOUND CYLINDER FAULTY. AFTER INSTALLATIO N, BRAKE SYSTEM WOULD NOT STOP PROPERLY. ORDERED BOOSTER.",Unconfirmed,0
1469,156,171.15,623,19458,CUSTOMER STATES: VEHICLE STABILITY LIGHT AND BRAKE LIGHT ARE ON,Unconfirmed,0
1469,294.5,811.4,321,13896,"CUSTOMER STATES BRAKE PEDAL IS GOING TO THE FLOOR EMERGENCY BRAKE WONT HOLD,",Unconfirmed,0
1469,297,253.12,311,9102,CUSTOMER STATES THE ABS; TCS; AND TPMS LIGHTS ARE ON,Unconfirmed,0
1469,45.8,0,1,7,CUST STATES VEHICLE HAS LOW BRAKE FLUID,Unconfirmed,0
1469,140.4,171.15,260,6310,CUSTOMER STATES CAR DRIVES ABNORMAL,Unconfirmed,0
1469,37.8,0,306,14291,CUSTOMER STATES WHILE DRIVING MESSAGE DISPLAY READS BRAKESYSTEM BOOSTER 77-13 PLEASE CHECK AND ADVISE.,Unconfirmed,0
1469,0,0,194,988,UNKNOWN,Unconfirmed,0
1469,124.5,212.86,0,6,"SALES STATES THE POWER STEERING, TRACTION AND BRAKE LIGHTSARE ON. THE BRAKE PEDAL IS VERY LOW.",Unconfirmed,0
1469,110,0,359,8375,CLIENT STATES BRAKES FEEL SOFT AND SPONGY AND TAKE A LOT OF EFFORT TO STOP VEHICLE,Unconfirmed,0
1469,102,64.24,344,11245,C/S THAT THE CHECK ENGINE LIGHT IS ON; CHECK AND ADVISE.,Unconfirmed,0
1469,353.6,50.96,29,1177,CUST STATES WHEN BRAKES ARE APPL SLIGHTLY HEARS AND FEELSACLICKING/GRINDING FROM BRAKE PEDAL,Unconfirmed,0
1469,187,123.33,685,49014,CUSTOMER STATES THE IS AIR RELEASING TYPE NOISE WHEN THE BRAKE PEDAL IS PRESSED IN. IF YOU HOLD THE PEDAL ABOUT HALFWAY DOWN THE NOISE CONTINUES AND WILL QUIT WHEN YOU RELEASETHE PEDAL.,Unconfirmed,0
1469,150,82.7,253,12126,CUSTOMER STATES VEHICLE HAS NOISE WHEN PRESSING BRAKE PEDAL SOP IN,Unconfirmed,0
1469,77,0,164,14170,LOUD POPPING NOISE WHEN RELEASING BRAKE PEDAL. MOUNTING BOLTS NOT TIGHTENED FROM FACTORY. TIGHTENED BRAKE BOOSTER MOUNTING NUTS AND BRACKET BOLTS.,Unconfirmed,0
1469,162.5,81.37,151,3773,CUSTOMER STATES THE BRAKE PEDAL FEELS HARD. THIS SYMPTON HAPPENS WHEN LETTING THE VEHICLE SIT OVER NIGHT.,Unconfirmed,0
1469,112.5,0,303,16262,CUSTOMER STATES WHEN APPLYING THE BRAKES AT HIGHWAY SPEED;STEERING WHEEL PULSATES. CHECK BRAKING SYSTEMS AND ADVISE.,Unconfirmed,0
1469,299.94,259.82,216,6082,"TCHLN 3593148 / DURING SERVICE & INSP, TECH FOUND CD 65-11; LW BRK FLUID; NO EXT LK; LK IN BRK MSTR CYL; FLUID IN BRK BOOSTER",Unconfirmed,0
1469,198,72.36,207,5556,CS WHEN TAKING FOOT OFF BRAKE IT HAS A LOW WHISTLE NOISE.DUPLICATED ISSUE. ORDERED A NEW BOOSTER - FOUND THE BRAKEBOOSTER WAS MAKING A NOISE WHEN RELEASING THE BRAKE PEDAL. REPLACED THE BRAKE BOOSTER AND COULD NOT HEAR NOISE AT THISTIME,Unconfirmed,0
1469,196,229.33,20,1807,BRAKES PADS MAKING NOISET BRAKES SPONGY. FEELS BRAKE PEDALSHAKE,Unconfirmed,0
1469,299,58.14,192,5812,BRAKE PEDAL FEELS STRANGE,Unconfirmed,0
1469,123.5,171.15,156,9453,REPLACE BRAKE BOOSTER DUE TO CONTAMINATED BY MASTER CYLINDER,Unconfirmed,0
1469,235.2,255.92,127,3747,"CUSTOMER STATES FSW FAILURE LIGHT IS ON AND BRAKE LIGHT ISON INTERMITENT. FOUND BRAKE FLUID LOW, MASTER CYLINDER LE AKING INTO BRAKE BOOSTER. REPLACED MASTER CYLINDER AND BRAKE BOOSTER, BLEED BRAKES AND ROADTEST",Unconfirmed,0
1469,396,50.96,39,2177,CLIENT STATES HAS A ROUGH FEEL THAT YOU CAN HEAR AND FEELTHRU THE BRAKE PEDLE; HAPPENS ONLY WHEN YOU SLIGHTLY PRESSTHE PEDLE AND HAPPENS ONLY WITH THE CAR RUNNING.,Unconfirmed,0
1469,69.55,0,124,5499,"DASH SAID ""BRAKE"" AT RANDOM TIMES, DRIVING UPHILLS AND DOWNHILLS, SLOWER SPEEDS, NOT AROUND OTHER VEHICLES",Unconfirmed,0
1469,222.2,1289.62,266,10313,C/S CHECK BRAKE SYSTEM LIGHT COMING ON.,Unconfirmed,0
1469,253,1289.62,121,4161,C/S HEARS NOISE FROM STEERING COLUMN AREA WHEN LETTING OFFBRAKE PEDAL ON TURNS.,Unconfirmed,0
1469,165.1,166.65,156,4476,CUSTOMER STATES THERE ARE NUMEROUS WARNING LIGHTS ON THE DASH DISPLAY-- ADVISE,Unconfirmed,0
1469,447.75,1289.62,0,9,ALL DASH WARNING LIGHTS ARE ON.  SCANNED AND FOUND 86-18 F-CAN COMM U0129-00 AND LOST COMM WITH SERVO U0416-68. WORKED WITH TECH LINE AND REPLACED ELECTRIC SERVO.  CLEARED CODES AND CALIBRATED ACCELERATION AND STEERING ANGLE SENSORS.,Unconfirmed,0
1469,112.5,0,547,34388,CUSTOMER STATES WHEN APPLYING BRAKES; PULSATION IS FELT INSTEERING WHEEL AT SPEEDS OF 60MPH AND ABOVE.,Unconfirmed,0
1469,99,1278.85,162,3253,CUSTOMER STATES LDW;SCW;BRAKE EMERGANCY SYSTEM LIGHT ON CHECK AND ADVISE,Unconfirmed,0
1469,209,77.03,183,10380,"C/S: WHEN BRAKING, THERE IS A VIBRATION. FIRST QUARTER INCH ON BRAKE PEDAL TRAVEL",Unconfirmed,0
1469,97.2,84.21,50,2035,BRAKE PEDAL ROUGH WHEN PRESSING,Unconfirmed,0
1469,364.82,263.1,130,4175,"CUST STATES THE BRAKE LIGHT IS ONCODE 65-1, FLUID IS LOW, FOUND LEAK BETWEEN MASTER AND BOOSTER, REPLACED BOTH, BLEDBRAKES, ROADTESTED, VERIFIED REPAIR",Unconfirmed,0
1469,389.81,1813.78,0,3,TECH NOTICED AT PDI CHECK BRAKE LIGHT ON...CK,Unconfirmed,0
1469,237.5,63.1,171,4890,"CK VEHICLE WILL NOT START..TOWED IN..FOUND CODES U0155, U0199, U1281..TECH CALLED TECH-LINE REF #3586532..THEY ADVISE TO REPLACED BRAKE BOOSTER..DONE..",Unconfirmed,0
1469,80.5,0,91,2064,C/S SQUEEKING NOISE WHEN ACCELRATING OR BRAKING,Unconfirmed,0
1469,186.75,0,180,10660,"STRAIGHT TIME DIAGNOSE AND REAPIR BRAKE SYSTEM FAILURE WARNING LIGHT ON SCAN FOR CODE CODE 77-13 CEHCK BRAKE BOOSTER, OK. MULTI ROAD TEST, NO CODE RETURN SYSTEM OK",Unconfirmed,0
1469,145.6,63.1,216,14200,MISC; CUSTOMER STATES THAT THE BRAKE PEDAL IS HARD TO DEPRESS AT TIMES FIRST START UP OR AFTER SITTING FOR A TIME. SOP HERE ATT: TECH LINE..,Unconfirmed,0
1469,187,3.59,0,5,"UPON PDI INSPECTION FOUND THAT THERE IS A WHISTLE NOISE WHEN USING THE BRAKES:VERIFIED THAT BOTH THE BRAKE MASTER CYLYNDER AND BRAKE SYSTEM TO REMOVE NOISE,",Unconfirmed,0
1469,12.7,0,91,5105,CUSTOMER REPORTS THE BRAKE PEDAL IS STICKING PLEASE CHECKAND ADVISE ON NEEDS,Unconfirmed,0
1469,277.2,97.1,56,880,CUSTOMER STATES THAT THE VEHICLE WILL NOT START SOMETIMES.NOTICES BRAKE PEDAL IS HARD AS A ROCK WHEN THAT HAPPENS.SERVICE MANAGER VERIFIED BRAKE PEDAL ISSUE. S.O.P. HERE,Unconfirmed,0
1469,171,57.38,42,1452,BRAKE NOISE RPL POWER SER,Unconfirmed,0
1469,182.09,284.36,0,21,CEHCK AND ADIVE MASTER CYL HAS NO BRAKE FLUID,Unconfirmed,0
1469,208.73,300.55,0,7,NO  BRAKES-VSA WARNING LAMP ON,Unconfirmed,0
1469,291.16,55.23,278,9298,CHECK ENGINE LIGHT IS ON,Unconfirmed,0
1469,330,64.56,94,1831,"CHECK BRAKE PEDAL: CUSTOMER STATES WHEN PRESSING ON THE BRAKE PEDAL THERE IS A RUBBING SENSATION THAT CAN BE FELT FROM THE PEDAL, CHECK & ADVISE. TECHLINE REF 3570315",Unconfirmed,0
1469,29.7,0,433,1555,CUST STATES HAD NO BRAKES LAST NIGHT STATES PUMPED BRAKESGOT IT TO STOP STATES THIS MORNING HAS LOW PEDAL,Unconfirmed,0
1469,132,75.08,213,18970,CUST STATES BRAKES MAKEING A POPPING NOISE WHEN APPLIED; NOT AS LOUD AFTER BRAKE MASTER CYLINDER REPLACED,Unconfirmed,0
1469,69.55,0,144,6742,BRAKE LIGHT CAME ON 5 TIMES (WARNING TO BRAKE) BUT NO CARS WERE IN FRONT OF VEHICLE,Unconfirmed,0
1469,136.84,0,351,10491,LUMIERE ABS /VSA ALLUME ET EPS ALLUME,Unconfirmed,0
1469,81.69,63.34,67,1485,BRUIT  EN  RELACHANT  PEDALE,Unconfirmed,0
1469,237.5,383.37,111,4310,CUSTOMER STATES ALL WARNING LIGHTS ARE ON CHECK AND ADVISE,Unconfirmed,0
1469,236.6,66.69,11,50,PER ACURA TECH LINE REPLACE BRAKE BOOSTER.,Unconfirmed,0
1469,233.7,256.38,41,2030,"LDW, FCW, VCA AND LOW BRAKE FLUID LIGHT ARE ON",Unconfirmed,0
1469,165.6,52.42,1,7,"CUSTOMER STATES WARNING LIGHTS ON, LOW BRAKE FLUID LIGHT, VSA LIGHT, HILL START START ASSIT LIGHT, POWER STEERING LIGHT ON. CHECK AND ADVISE. NEEDS VACUUM BOOSTER. REPLACED.",Unconfirmed,0
1469,154.7,259.51,69,3665,CUSTOMER WHILE DRIVING THE F.C.W AND THE BRAKE LIGHT FAILURE LIGHTS ARE FLASHING CK AND ADVISE,Unconfirmed,0
1469,353.4,74.14,484,17064,VEHICLE STATES CAR MAKES GRINDING GEAR NOISE UNDER PASSENGER COMPARTMENT OF VEHICLE; HAPPENS INTERMITTNLY WHEN FIRSTSTARTING OFF AND WHILE BACKING UP WHILE VEHICLE NOSE IS POINTED DOWNHILL.,Unconfirmed,0
1469,124.05,54.87,322,12088,VERIFIER BRUIT EN RELACHANT PEDALE FREIN,Unconfirmed,0
1469,282.96,249.05,37,988,DIAGNOSIS OF ITEMS NOT LISTED IN MENU  INITIAL INS PECTIONAND MINOR DIAGNOSTIC CHARGES ONLY  ESTIMAT ES CAN BE GIVENFOR ADDITIONAL DIAGNOSIS AND OR RE PAIRS AS NEEDED  MULTIPLE WARNING LIGHTS WERE O,Unconfirmed,0
1469,138,0,110,5143,"CUSTOMER STATES THE BRAKE PEDAL FALLS FARTHER THAN NORMAL,WHEN HOLDING AND STARTING CAR",Unconfirmed,0
1469,202.4,1386.81,72,4517,BRAKE SYSTEM INDICATOR IS ON; BRAKE LIGHTS WILL NOT SHUT OFF; CUSTOMER SAYS THE PEDAL GOES WAY DOWN TO THE FLOOR THEBEFORE YOU FEEL THE BRAKES ENGAUGE; WHEN THEY ENGAUGE ITSVERY HARSH FEELING.,Unconfirmed,0
1469,137.6,64.67,262,7823,CLICKING SOUND CAN BE HEARD WHEN ACELL. AND BRAKING. REPLACE BRAKE BOOSTER THEN RE-CHECK,Unconfirmed,0
1469,143,166.65,313,13022,"REPLACED MASTER CYLINDER. ON TESTING, NO VACUUM ASSIST. FOUND FLUID IN BOOSTER. REPL.BOOSTER",Unconfirmed,0
1469,123.44,63.1,38,1244,"CUSTOMER STATES AT TIMES IN MORNING, BRAKE PEDAL IS VERY SOFT, HAVE TO PUMP PEDAL TO BRING PEDAL UP",Unconfirmed,0
1469,264.5,65.11,95,2803,VEHICLE IS HAVING STARTING ISSUES,Unconfirmed,0
1469,61.5,0,151,1200,PASS. REAR WINDOW INOP WITH MASTER SWITCH/ PLEASE CHECK AND FIX,Unconfirmed,0
1469,160.2,74.14,64,1353,"CUST STATES TPMS, BRAKE, VSA & ABS LIGHTS ARE ON / CONFIRMED LIGHTS ON, RETREIVED CODES 85-01 & 65-11, BRAKE FLUID LOW-CKED FOR LEAKS-NONE; FOUND BRAKE BOOSTER FULL OF FLUID,CALLED TECHLINE REF#3548146 - REPLACED BRAKE BOOSTER (OVERNITED PART)",Unconfirmed,0
1469,129.6,166.59,36,701,PERFORM BRAKE INSPECTION CUSTOMER STATES BRAKE SYSTEM WARNING LIGHT IS ON AND BRAKE FLUID IS LOW SEE HISTORY RO ATTACHED  SEE J M  SERVICE MANAGER INSTALL SOP PARTS TECH  ISMEAL,Unconfirmed,0
1469,290.98,129.73,212,7926,VER PEDALE DE FREIN BRUYANTE PIECE COMMANDE,Unconfirmed,0
